Отметка времени,"Какая у Вас профессия, должность в Вашей компании?",1)Что Вы видите на картинке?,2)Что Вы видите на картинке?,3)Что Вы видите на картинке?,4)Что Вы видите на картинке?,5)Что Вы видите на картинке?,6)Что Вы видите на картинке? (необязательный вопрос),7)Что Вы видите на картинке,8)Что Вы видите на картинке?,9)Что Вы видите на картинке? (необязательный вопрос),10)Что Вы видите на картинке?,"Если У Вас где-то выбран ответ ""иное"", то напишите номер картинки и ваш ответ сюда",Любите решать задачи по математике?,Стартап или крупная компания?,Что вам больше нравится?,Вы хорошо рисуете?,Красота или функциональность?,Учить или учиться?,Игры или социальные сети?,Руководить или действовать по готовому плану?,Эгоизм или альтруизм?,Как вы отдыхаете?,Интересная работа или хорошая зарплата?
12.12.2018 16:18:17,FrontEnd,Иное,Иное,Зеркало с одним человеком,Монстр,Моль,Шкура животного,Головы детей,Четырехлапое животное,Иное,Иное,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать","Естественно, соцсети!","Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 16:36:43,FrontEnd,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура монстра,Бабочки,,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Паук,,Очень!,"Главное, чтобы было интересно",Работать над проектами,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 16:54:16,FrontEnd,Бабочки,Молящийся Человек,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Летучая мышь,,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Гусениц,,Очень!,Свобода и стартап,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:36:58,FrontEnd,Лицо животного,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Шкура животного,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Без денег никуда
12.12.2018 17:44:46,FrontEnd,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,"1. Ангел
2. Два танцующих медведя
4. Голова собаки
7. Облака
8. Две пантеры лезут на елку
9. Небесные врата
10. Эйфелева башня",Очень!,Свобода и стартап,Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 17:59:53,FrontEnd,Летучая мышь,Слон,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,,"Умею, но не люблю",Стабильность и серьезная компания,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,"Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 18:00:59,FrontEnd,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Каждый сам за себя,За компьютером,"И то, и то, и побольше"
12.12.2018 18:05:11,FrontEnd,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Большое животное,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,Очень!,Свобода и стартап,Работать над проектами,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 18:16:42,FrontEnd,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,,Головы женщин,Четырехлапое животное,,Краб,,Я гуманитарий,"Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 18:56:23,FrontEnd,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Краб,,Очень!,Стабильность и серьезная компания,Решать задачи,Рисую для себя,Функциональность,Учиться всю жизнь!,"Конечно, игры!","Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 19:25:36,FrontEnd,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Паук,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Хочу быть начальником,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 19:58:22,FrontEnd,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 20:11:06,FrontEnd,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Шкура животного,Летучая мышь,,Головы детей,Бабочка,"Что-то, связанное со злом",Краб,6) Старое зеркало в отражении нового,Очень!,"Главное, чтобы было интересно",Работать над проектами,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 20:43:45,FrontEnd,Моль,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Шкура животного,Летучая мышь,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать","Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 21:34:56,FrontEnd,Моль,Слон,Зеркало с одним человеком,Монстр,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,Очень!,Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 22:45:43,FrontEnd,Бабочки,Слон,"Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,Шкура животного,Поцелуй,Бабочка,"Что-то, связанное с человеком",Лобстер,,Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!","Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
13.12.2018 1:36:16,FrontEnd,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Большое животное,Бабочки,Шкура животного,Поцелуй,Четырехлапое животное,,Лобстер,"10 - таз, верх позвоночник, снизу тазовые кости. 6 - космический корабль, напомнил Lexx. 1 - 2 медведя танцуют вокруг дерева, ну или один возле зеркала.","Умею, но не люблю",Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
13.12.2018 6:26:45,FrontEnd,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Лицо животного,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Краб,,Очень!,"Главное, чтобы было интересно",Работать над проектами,Рисую для себя,Функциональность,"Хватит учебы, хочу работать","Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 12:25:43,Game Designer,Иное,Иное,Зеркало с одним человеком,Шкура монстра,Моль,Иное,Головы женщин,Иное,Иное,Инок,танцующие британские полицейские,"Умею, но не люблю",Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 15:13:16,Game Designer,Лицо животного,Медведь,Иное,Иное,Бабочки,Шкура животного,Иное,Иное,Иное,Иное,3-муха с лапками; 4-скандинавский воин в шлеме; 7-печеньки у зеркала; 8-корабль спереди; 9-медведи брызгаются шампанским; 10-пассатижи,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 15:50:34,Game Designer,Бабочки,Иное,"Два разных человека, взаимодействующих друг с другом",Монстр,Бабочки,Иное,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,"2. Легкие курильщика, 6. Маяк",Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:55:53,Game Designer,Бабочки,"Что-то, связанное с сексуальными вещами","Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,Шкура животного,Головы детей,Бабочка,"Что-то, связанное с человеком",Морда,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Без денег никуда
12.12.2018 18:08:48,Game Designer,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Бабочки,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,Очень!,Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 18:12:27,Game Designer,Летучая мышь,Медведь,Зеркало с одним человеком,Шкура животного,Моль,,Головы женщин,Четырехлапое животное,,Змеи,,Очень!,Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 18:17:55,Game Designer,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,,Очень!,"Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,"Важно и то, и другое","Хватит учебы, хочу работать","Конечно, игры!",Будем все решать вместе,Каждый сам за себя,За компьютером,"И то, и то, и побольше"
12.12.2018 18:20:28,Game Designer,Бабочки,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Монстр,Моль,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,"Умею, но не люблю",Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Каждый сам за себя,За компьютером,"И то, и то, и побольше"
12.12.2018 12:15:24,Mobile,Летучая мышь,Молящийся Человек,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать",Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 14:29:33,Mobile,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура монстра,Моль,Шкура животного,Головы женщин,Бабочка,"Что-то, связанное со злом",Краб,,Очень!,Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Хочу быть начальником,Каждый сам за себя,За компьютером,"И то, и то, и побольше"
12.12.2018 15:04:11,Mobile,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,"Умею, но не люблю",Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:04:34,Mobile,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Иное,Иное,Иное,Иное,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:08:05,Mobile,Моль,Иное,"Два разных человека, взаимодействующих друг с другом",Шкура монстра,Бабочки,Иное,Головы женщин,Иное,Иное,Иное,8 - человек,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,"Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:08:08,Mobile,Иное,Иное,Иное,Монстр,Бабочки,Иное,Иное,Иное,"Что-то, связанное с человеком",Иное,"1) Человек, который летит на крыльях
2) Лицо бородатого человека
3) Две лошади
6) Простейшее
7) Гусеница
8) Два животных лезут вверх
10) Подводный мир","Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:10:07,Mobile,Иное,Иное,"Два разных человека, взаимодействующих друг с другом",Иное,Моль,Шкура животного,Иное,Иное,"Что-то, связанное с человеком",Иное,,"Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,Функциональность,"Хватит учебы, хочу работать","Конечно, игры!","Пусть четко скажут, что делать",Каждый сам за себя,В шумной веселой компании,Без денег никуда
12.12.2018 15:10:15,Mobile,Лицо животного,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Шкура животного,Летучая мышь,Шкура животного,Иное,Четырехлапое животное,Иное,Паук,"7- маска или шлем, 9 - извержение вулкана",Очень!,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 15:15:19,Mobile,Иное,Медведь,Иное,Большое животное,Бабочки,Шкура животного,Иное,Четырехлапое животное,Иное,Иное,Вид на Эйфелеву башню в перспективе,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 15:16:56,Mobile,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура монстра,Бабочки,,Иное,Иное,"Что-то, связанное с человеком",Гусениц,,Очень!,Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 15:19:51,Mobile,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Паук,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Каждый сам за себя,С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 15:21:27,Mobile,Моль,"Что-то, связанное с сексуальными вещами","Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Паук,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 15:29:38,Mobile,Бабочки,Иное,"Два разных человека, взаимодействующих друг с другом",Иное,Летучая мышь,Иное,Иное,Четырехлапое животное,"Что-то, связанное с человеком",Иное,"2. Два гнома в красных шапках друг другу ""дают 5"";   4. Два сапога в разные стороны;   6. Какой-то струнный инструмент типа гитары или скрипки;   7. на зубы похоже;    10. ""Бабка за дедку, дедка за репку"" только с двух сторон",Очень!,Стабильность и серьезная компания,Работать над проектами,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:35:54,Mobile,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура монстра,Моль,Иное,Головы женщин,Иное,Иное,Гусениц,,Очень!,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 16:43:00,Mobile,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,Очень!,Свобода и стартап,Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Хочу быть начальником,Каждый сам за себя,За компьютером,Хочу заниматься интересным делом
12.12.2018 17:05:08,Mobile,Летучая мышь,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Монстр,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,,Я гуманитарий,Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое","Хватит учебы, хочу работать",Работа важнее!,Будем все решать вместе,Каждый сам за себя,За компьютером,Хочу заниматься интересным делом
12.12.2018 17:24:36,Mobile,Бабочки,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Моль,,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,"Вроде ни в одном задании не было инного, плюс во всех заданиях почти варианты не подходли","Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:27:00,Mobile,Моль,Собака,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы женщин,Четырехлапое животное,,Краб,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,Каждый сам за себя,С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 17:32:25,Mobile,Моль,Медведь,Зеркало с одним человеком,Шкура животного,Летучая мышь,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 17:50:13,Mobile,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Моль,,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 17:57:50,Mobile,Летучая мышь,"Что-то, связанное с сексуальными вещами","Два разных человека, взаимодействующих друг с другом",Монстр,Бабочки,Шкура животного,Головы детей,Моль,"Что-то, связанное с человеком",Паук,,Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое","Хватит учебы, хочу работать",Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 18:57:42,Mobile,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Летучая мышь,Шкура животного,Поцелуй,Бабочка,"Что-то, связанное со злом",Краб,,Очень!,Стабильность и серьезная компания,Работать над проектами,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 19:07:15,Mobile,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Паук,,"Умею, но не люблю","Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,Функциональность,Люблю учить!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 19:09:01,Mobile,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,Очень!,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 19:16:05,Mobile,Бабочки,Медведь,Зеркало с одним человеком,Шкура животного,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное со злом",Морда,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 19:43:17,Mobile,Бабочки,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура монстра,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 19:50:36,Mobile,Лицо животного,Медведь,Зеркало с одним человеком,Большое животное,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 20:55:56,Mobile,Летучая мышь,Молящийся Человек,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,,Головы женщин,Четырехлапое животное,,Паук,,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать",Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 23:12:06,Mobile,Бабочки,Медведь,Зеркало с одним человеком,Шкура животного,Бабочки,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,Главное в жизни - друзья!,За компьютером,Хочу заниматься интересным делом
12.12.2018 17:50:58,Portable,Бабочки,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Краб,9 клякса. 10 башня,Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,Функциональность,"Хватит учебы, хочу работать","Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Без денег никуда
